"exp","k0","k6"
3.12393549291009,2.86530924159663,3.08774076280944
3.12317223351872,2.86498657699355,3.08773528346774
3.12241031317961,2.86493475370047,3.08698115972624
3.12164972720254,2.86445449547184,3.08659696552089
3.12089047092191,2.86425185367575,3.08656416480979
3.12013253969655,2.86420333210196,3.08233460579802
3.11937592890954,2.86406565168005,3.08223353358128
3.11862063396803,2.86380143154089,3.08220517120931
3.11786665030312,2.86188352641346,3.08220150060107
3.11711397336966,2.86123498640017,3.08190351616405
3.11636259864607,2.86047799747348,3.08149907497789
3.11561252163423,2.85912317630146,3.08147913512434
